FQDN:kynubuntu24 ,,,,
ACCOUNT:Oxxo ,,,,
ACCOUNT BAMID:20072026 ,,,,
CIS Benchmark Version: 1.0.0 ,,,,
Scan Date: 2026-07-20 ,,,,
Time-Stamp: 15:18:48 ,,,,
IP-ADDRESS:172.25.52.179/20 ,,,,
OS-NAME: Ubuntu_24.04.4_LTS ,,,,
Scan Version: V1.0 ,,,,
********************************************************,,,,
SECTION-ID,SECTION-HEADING,SYSTEM-VALUE/PARAMETER,CURRENT-VALUE,TEST-RESULT
5.3.2.2,Access Control / Configure PAM,Ensure pam_faillock module is enabled., pam_faillock.so preauth (requisite) is NOT configured in /etc/pam.d/common-auth. pam_faillock.so authfail ([default=die]) is NOT configured in /etc/pam.d/common-auth. pam_faillock.so (required) is NOT configured in /etc/pam.d/common-account.,No
5.3.2.3,Access Control / Configure PAM,Ensure pam_pwquality module is enabled., pam_pwquality.so (requisite) is NOT configured in /etc/pam.d/common-password.,No
5.3.2.4,Access Control / Configure PAM,Ensure pam_pwhistory module is enabled., pam_pwhistory.so (requisite) is NOT configured in /etc/pam.d/common-password.,No
5.3.3.1.1,Access Control / Configure PAM,Ensure password failed attempts lockout is configured., deny is not explicitly set in /etc/security/faillock.conf - default is 3 which is compliant per CIS.,Yes
5.3.3.1.2,Access Control / Configure PAM,Ensure password unlock time is configured., unlock_time is not explicitly configured in /etc/security/faillock.conf - default is 600 seconds which does not meet CIS requirement of 0 (never) or 900 or more seconds.,No
5.3.3.2.1,Access Control / Configure PAM,Ensure password number of changed characters is configured., difok is not explicitly configured (default: 1). Required: 2 or more.,No
5.3.3.2.2,Access Control / Configure PAM,Ensure minimum password length is configured., minlen is not explicitly configured (default: 8). Required: 14 or more.,No
5.3.3.2.4,Access Control / Configure PAM,Ensure password same consecutive characters is configured., maxrepeat is not configured (default: 0 = disabled). Required: 1-3.,No
5.3.3.2.5,Access Control / Configure PAM,Ensure password maximum sequential characters is configured., maxsequence is not configured (default: 0 = disabled). Required: 1-3.,No
5.3.3.2.6,Access Control / Configure PAM,Ensure password dictionary check is enabled.,dictcheck is not explicitly configured (default: 1 = enabled - compliant).,Yes
5.3.3.2.7,Access Control / Configure PAM,Ensure password quality checking is enforced.,enforcing is not explicitly configured (default: 1 = enabled - compliant).,Yes
5.3.3.2.8,Access Control / Configure PAM,Ensure password quality is enforced for the root user., enforce_for_root is not configured in pwquality config. Required: enforce_for_root must be set.,No
5.3.3.3.1,Access Control / Configure PAM,Ensure password history remember is configured., remember is not configured in pam_pwhistory line in /etc/pam.d/common-password. Required: 24 or more.,No
5.3.3.3.2,Access Control / Configure PAM,Ensure password history is enforced for the root user., enforce_for_root is not set on pam_pwhistory line in /etc/pam.d/common-password. Required: enforce_for_root must be present.,No
5.3.3.3.3,Access Control / Configure PAM,Ensure pam_pwhistory includes use_authtok., use_authtok is not set on pam_pwhistory line in /etc/pam.d/common-password. Required: use_authtok must be present.,No
5.3.3.4.1,Access Control / Configure PAM,Ensure pam_unix module does not include nullok.,Non-compliant: pam_unix.so includes nullok option.,No
5.3.3.4.2,Access Control / Configure PAM,Ensure pam_unix does not include remember.,pam_unix.so does not include remember in any PAM file.,Yes
5.3.3.4.3,Access Control / Configure PAM,Ensure pam_unix includes a strong password hashing algorithm.,pam_unix.so is using strong hashing algorithm: yescrypt (compliant).,Yes
5.3.3.4.4,Access Control / Configure PAM,Ensure pam_unix includes use_authtok.,pam_unix.so does not include use_authtok on password line in /etc/pam.d/common-password. Required: use_authtok must be present.,No
5.4.1.1,Access Control / User Accounts and Environment,Ensure password expiration is configured., PASS_MAX_DAYS is set to 99999 in /etc/login.defs. Required: 1-365. User root has PASS_MAX_DAYS=99999 (exceeds 365). User sailen has PASS_MAX_DAYS=99999 (exceeds 365).,No
5.4.1.3,Access Control / User Accounts and Environment,Ensure password expiration warning days is configured., PASS_WARN_AGE is set to 7 in /etc/login.defs (compliant).,Yes
5.4.1.4,Access Control / User Accounts and Environment,Ensure strong password hashing algorithm is configured.,ENCRYPT_METHOD is set to SHA512 in /etc/login.defs (compliant).,Yes
5.4.1.5,Access Control / User Accounts and Environment,Ensure inactive password lock is configured., Default INACTIVE is set to -1 (disabled). Required: 1-45. User root has INACTIVE=-1 (disabled). Required: 1-45. User sailen has INACTIVE=-1 (disabled). Required: 1-45.,No
5.4.1.6,Access Control / User Accounts and Environment,Ensure all users last password change date is in the past.,All users last password change date is in the past.,Yes
5.4.2.1,Access Control / User Accounts and Environment,Ensure root is the only UID 0 account.,Root is the only UID 0 account.,Yes
5.4.2.2,Access Control / User Accounts and Environment,Ensure root is the only GID 0 account.,root is the only account with GID 0.,Yes
5.4.2.3,Access Control / User Accounts and Environment,Ensure group root is the only GID 0 group.,root is the only group with GID 0.,Yes
5.4.2.4,Access Control / User Accounts and Environment,Ensure root account access is controlled.,root account has a password set (status: P - compliant).,Yes
5.4.2.5,Access Control / User Accounts and Environment,Ensure root PATH Integrity.,root PATH Integrity is NOT valid.,No
5.4.2.6,Access Control / User Accounts and Environment,Ensure root user umask is configured.,No permissive umask found in /root/.profile or /root/.bashrc.,Yes
5.4.2.7,Access Control / User Accounts and Environment,Ensure system accounts do not have a valid login shell.,No system accounts found with a valid login shell.,Yes
5.4.2.8,Access Control / User Accounts and Environment,Ensure accounts without a valid login shell are locked.,All non-root accounts without a valid login shell are locked.,Yes
5.4.3.2,Access Control / User Accounts and Environment,Ensure default user shell timeout is configured., TMOUT value (1-900) is not set in any shell config file. TMOUT is not set as readonly in any shell config file. TMOUT is not exported in any shell config file.,No
5.4.3.3,Access Control / User Accounts and Environment,Ensure default user umask is configured., UMASK in /etc/login.defs: 022. Required: 027 or more restrictive.,No
6.1.1.1,Logging and Auditing / System Logging,Ensure journald service is enabled and active.,systemd-journald service is enabled (static) and active.,Yes
6.1.1.4,Logging and Auditing / System Logging,Ensure only one logging system is in use.,Both rsyslog and journald are active.,No
6.1.2.1.1,Logging and Auditing / System Logging,Ensure systemd-journal-remote is installed.,systemd-journal-remote is NOT installed.,No
6.1.2.1.3,Logging and Auditing / System Logging,Ensure systemd-journal-upload is enabled and active.,systemd-journal-upload is not enabled and/or not active.,No
6.1.2.1.4,Logging and Auditing / System Logging,Ensure systemd-journal-remote service is not in use.,systemd-journal-remote service/socket is active.,No
6.1.3.2,Logging and Auditing / System Logging,Ensure rsyslog service is enabled and active.,rsyslog service is enabled and active.,Yes
6.1.3.3,Logging and Auditing / System Logging,Ensure journald is configured to send logs to rsyslog.,ForwardToSyslog=yes is set in journald config.,Yes
6.1.3.4,Logging and Auditing / System Logging,Ensure rsyslog log file creation mode is configured.," - Parameter: ""$FileCreateMode"" is not set in a configuration file  ** Note: ""$FileCreateMode"" May be set in a file that's ignored by load procedure ***",No
6.1.3.7,Logging and Auditing / System Logging,Ensure rsyslog is not configured to receive logs from a remote client.,rsyslog is not configured to receive logs from a remote client.,Yes
6.1.4.1,Logging and Auditing / System Logging,Ensure access to all logfiles has been configured.,All logfiles have appropriate permissions and ownership.,Yes
6.1.2.2,Logging and Auditing / System Logging,Ensure journald ForwardToSyslog is disabled.,ForwardToSyslog is set to yes.,No
6.1.2.3,Logging and Auditing / System Logging,Ensure journald Compress is configured.,Compress is not configured in journald config.,No
6.1.2.4,Logging and Auditing / System Logging,Ensure journald Storage is configured.,Storage is not configured in journald config.,No
6.1.3.1,Logging and Auditing / System Logging,Ensure rsyslog is installed.,rsyslog package is installed.,Yes
6.3.1,Logging and Auditing / Configure Integrity Checking,Ensure AIDE is installed.,AIDE is not installed.,No
6.3.2,Logging and Auditing / Configure Integrity Checking,Ensure filesystem integrity is regularly checked.,AIDE service is not running daily to check filesystem integrity,No
7.1.1,System Maintenance / System File Permissions,Ensure access to /etc/passwd is configured., /etc/passwd mode is 0644 (compliant). Owner is root (compliant). Group is root (compliant).,Yes
7.1.2,System Maintenance / System File Permissions,Ensure access to /etc/passwd- is configured., /etc/passwd- mode is 0644 (compliant). Owner is root (compliant). Group is root (compliant).,Yes
7.1.3,System Maintenance / System File Permissions,Ensure access to /etc/group is configured., /etc/group mode is 0644 (compliant). Owner is root (compliant). Group is root (compliant).,Yes
7.1.4,System Maintenance / System File Permissions,Ensure access to /etc/group- is configured., /etc/group- mode is 0644 (compliant). Owner is root (compliant). Group is root (compliant).,Yes
7.1.5,System Maintenance / System File Permissions,Ensure access to /etc/shadow is configured., /etc/shadow mode is 0640 (compliant). Owner is root (compliant). Group is shadow (compliant).,Yes
7.1.6,System Maintenance / System File Permissions,Ensure access to /etc/shadow- is configured., /etc/shadow- mode is 0640 (compliant). Owner is root (compliant). Group is shadow (compliant).,Yes
7.1.7,System Maintenance / System File Permissions,Ensure access to /etc/gshadow is configured., /etc/gshadow mode is 0640 (compliant). Owner is root (compliant). Group is shadow (compliant).,Yes
7.1.8,System Maintenance / System File Permissions,Ensure access to /etc/gshadow- is configured., /etc/gshadow- mode is 0640 (compliant). Owner is root (compliant). Group is shadow (compliant).,Yes
7.1.9,System Maintenance / System File Permissions,Ensure access to /etc/shells is configured., /etc/shells mode is 0644 (compliant). Owner is root (compliant). Group is root (compliant).,Yes
7.1.10,System Maintenance / System File Permissions,Ensure access to /etc/security/opasswd is configured., /etc/security/opasswd mode is 0600 (compliant). /etc/security/opasswd owner is root (compliant). /etc/security/opasswd group is root (compliant).,Yes
7.1.11,System Maintenance / System File Permissions,Ensure world writable files and directories are secured., World writable files found: /etc/ssh/sshd_config.d/50-cloud-init.conf ,No
7.1.12,System Maintenance / System File Permissions,Ensure no files or directories without an owner and a group exist.,No unowned or ungrouped files or directories found.,Yes
7.2.1,System Maintenance / Local User and Group Settings,Ensure accounts in /etc/passwd use shadowed passwords.,All accounts in /etc/passwd use shadowed passwords,Yes
7.2.2,System Maintenance / Local User and Group Settings,Ensure /etc/shadow password fields are not empty.,All accounts in /etc/shadow password fields are not empty,Yes
7.2.3,System Maintenance / Local User and Group Settings,Ensure all groups in /etc/passwd exist in /etc/group.,All groups in /etc/passwd exist in /etc/group.,Yes
7.2.4,System Maintenance / Local User and Group Settings,Ensure shadow group is empty.,The shadow group is empty.,Yes
7.2.5,System Maintenance / Local User and Group Settings,Ensure no duplicate UIDs exist.,No duplicate UIDs exist.,Yes
7.2.6,System Maintenance / Local User and Group Settings,Ensure no duplicate GIDs exist.,No duplicate GIDs found in /etc/group.,Yes
7.2.7,System Maintenance / Local User and Group Settings,Ensure no duplicate user names exist.,No duplicate login names found in /etc/passwd.,Yes
7.2.8,System Maintenance / Local User and Group Settings,Ensure no duplicate group names exist.,No duplicate group names found in /etc/group.,Yes
7.2.9,System Maintenance / Local User and Group Settings,Ensure local interactive user home directories are configured., User root /root: home does not exist. User sailen /home/sailen: home does not exist. User test1 /home/test1: home does not exist. ,No
7.2.10,System Maintenance / Local User and Group Settings,Ensure local interactive user dot files access is configured.,Local interactive user dot files access is configured correctly.,Yes
